iter	Logloss
197	0.0006559218187
198	0.0006482500028
199	0.0006482513322
200	0.0006482391367
201	0.0006482209302
202	0.0006398345525
203	0.0006398345525
204	0.0006310890153
205	0.0006310731207
206	0.0006310817327
207	0.0006241170805
208	0.0006241253457
209	0.0006241060988
210	0.0006174119433
211	0.0006174073772
212	0.0006174049497
213	0.0006173922918
214	0.0006174048341
215	0.0006102543022
216	0.0006102543022
217	0.0006102520481
218	0.0006102520481
219	0.0006024757327
220	0.0006024750391
221	0.0006024640574
222	0.0006024640574
223	0.0005936252913
224	0.0005936252913
225	0.0005918245237
226	0.0005918265466
227	0.0005838787433
228	0.0005838763158
229	0.0005838655653
230	0.0005838750442
231	0.0005838609414
232	0.0005838579359
233	0.000583859034
234	0.000583854468
235	0.0005838550459
236	0.000583851578
237	0.0005838400762
238	0.0005838445266
239	0.0005838447
240	0.0005838375908
241	0.0005838375908
242	0.0005838405963
243	0.0005838390936
244	0.0005750272616
245	0.0005750098065
246	0.000575011656
247	0.000568211556
248	0.0005682102266
249	0.0005682020771
250	0.0005681987247
251	0.0005681908642
252	0.0005681885522
253	0.0005681782063
254	0.0005681782063
255	0.0005681632365
256	0.0005681621383
257	0.0005669725312
258	0.0005669725312
259	0.0005669655376
260	0.0005669598156
261	0.0005669525907
262	0.0005669525907
263	0.0005669555385
264	0.0005669460017
265	0.0005669378522
266	0.000566935598
267	0.0005607035409
268	0.0005606998418
269	0.0005606998418
270	0.0005606938885
271	0.0005606818665
272	0.0005606790343
273	0.0005606787453
274	0.0005606838894
275	0.0005606714049
276	0.0005606821554
277	0.0005606757398
278	0.0005606718095
279	0.0005606783407
280	0.0005606633132
281	0.0005606666655
282	0.0005606603076
283	0.0005606581113
284	0.0005606681104
285	0.0005606681104
286	0.0005606534874
287	0.0005606559728
288	0.0005606418699
289	0.0005606418699
290	0.0005606539498
291	0.0005606444131
292	0.0005606507131
293	0.0005606434305
294	0.0005536778536
295	0.0005536872747
296	0.0005536790673
297	0.00055367716
298	0.0005536764086
299	0.0005536599939
300	0.000553663693
301	0.0005536504571
302	0.0005536569883
303	0.0005536598783
304	0.0005536358341
305	0.0005456174589
306	0.0005392548351
307	0.0005392463965
308	0.0005392407323
309	0.0005392218322
310	0.0005392199827
311	0.0005392108505
312	0.0005392108505
313	0.0005392079606
314	0.0005392079606
315	0.0005392073826
316	0.000539202123
317	0.0005391982505
318	0.0005391982505
319	0.0005391984817
320	0.0005391895807
321	0.0005391821247
322	0.0005391728192
323	0.000539171143
324	0.0005391761715
325	0.0005391699292
326	0.0005391699292
327	0.0005391699292
328	0.0005391703338
329	0.0005391709696
330	0.0005391709696
331	0.000531773754
332	0.0005317807477
333	0.0005317716733
334	0.0005317666448
335	0.0005317719623
336	0.0005317687834
337	0.0005317588999
338	0.0005317588999
339	0.0005317470512
340	0.0005317462998
341	0.0005317436411
342	0.0005317436411
343	0.0005317436411
344	0.0005317450282
345	0.0005317463576
346	0.0005317463576
347	0.000531740231
348	0.0005317404622
349	0.0005317376878
350	0.0005317354337
351	0.0005317279777
352	0.0005317279777
353	0.0005317279777
354	0.0005317279777
355	0.0005317148575
356	0.000531717574
357	0.0005317156666
358	0.0005317190189
359	0.0005317180942
360	0.000531710696
361	0.000531701217
362	0.0005316926629
363	0.0005316922583
364	0.0005317021418
365	0.0005241874221
366	0.0005241874221
367	0.0005241771339
368	0.0005241771339
369	0.0005241741284
370	0.0005241656898
371	0.0005241674238
372	0.0005241557485
373	0.0005241411833
374	0.0005241406631
375	0.0005241407209
376	0.0005241458072
377	0.0005241458072
378	0.000524130664
379	0.000524130664
380	0.0005241263869
381	0.0005241154052
382	0.0005241172548
383	0.0005241185263
384	0.0005241138447
385	0.0005241014758
386	0.0005241014758
387	0.0005240950024
388	0.0005240963895
389	0.0005240957538
390	0.0005240977189
391	0.0005240779518
392	0.000524080495
393	0.0005240798592
394	0.0005240685307
395	0.0005240747151
396	0.0005240747151
397	0.0005240699757
398	0.0005240699757
399	0.0005240707848
400	0.0005240764491
401	0.0005240624041
402	0.0005240621151
403	0.0005240676059
404	0.0005240529829
405	0.0005187603813
406	0.0005187569712
407	0.0005187556997
408	0.0005187556997
409	0.0005187511336
410	0.000518756451
411	0.0005187430418
412	0.0005187430418
413	0.0005187311353
414	0.0005187392849
415	0.0005187392849
416	0.0005187294592
417	0.0005187248931
418	0.000518722639
419	0.000518722639
420	0.0005187196334
421	0.0005187261069
422	0.0005187261647
423	0.0005187188821
424	0.0005187262225
425	0.0005187163967
426	0.000518713449
427	0.000518708305
428	0.0005187120041
429	0.0005187031031
430	0.0005187014847
431	0.000518693104
432	0.0005187020627
433	0.0005186999242
434	0.0005186949535
435	0.0005186965719
436	0.0005186857636
437	0.0005186770938
438	0.0005186764002
439	0.0005186814865
440	0.0005186681929
441	0.0005186688286
442	0.0005186610836
443	0.0005186677305
444	0.0005186578469
445	0.0005186535121
446	0.0005186447267
447	0.0005186401606
448	0.0005186453625
449	0.0005186450735
450	0.000518631722
451	0.0005186318376
452	0.0005186288899
453	0.0005186242661
454	0.0005186201624
455	0.0005186249018
456	0.0005186121862
457	0.0005186135733
458	0.0005186121862
459	0.00051860421
460	0.0005186123018
461	0.0005186169834
462	0.0005186004531
463	0.0005185988925
464	0.0005185954246
465	0.0005185862925
466	0.0005185934595
467	0.0005185671034
468	0.0005185799347
469	0.0005185699355
470	0.0005185694153
471	0.000518561208
472	0.0005185613814
473	0.0005185530006
474	0.0005185500529
475	0.0005185356611
476	0.000518539707
477	0.0005185284941
478	0.0005185262399
479	0.0005185262399
480	0.0005185293032
481	0.0005185093628
482	0.0005185112701
483	0.0005185096518
484	0.0005185052591
485	0.0005185039875
486	0.0005184993059
487	0.0005185047967
488	0.000518493237
489	0.0005184906361
490	0.000518494682
491	0.0005184834691
492	0.0005184834691
493	0.0005184802324
494	0.0005184823709
495	0.0005184835847
496	0.0005184771113
497	0.0005184813306
498	0.0005184742791
499	0.0005184627195
500	0.0005184612167
501	0.0005184551479
502	0.0005184495414
503	0.0005184495414
504	0.0005184525469
505	0.0005184542231
506	0.0005184539919
507	0.0005184528359
508	0.0005184346294
509	0.0005184406405
510	0.0005184368258
511	0.0005184052678
512	0.0005184098339
513	0.0005184119724
514	0.0005184119724
515	0.0005184041119
516	0.0005183948641
517	0.0005183856164
518	0.0005183848072
519	0.0005183887375
520	0.0005183906448
521	0.0005183821485
522	0.000518376253
523	0.0005183705888
524	0.0005183602429
525	0.0005183679878
526	0.0005183659649
527	0.0005183602429
528	0.0005183615722
529	0.0005183553878
530	0.0005183450419
531	0.0005183440593
532	0.0005183369501
533	0.0005183370657
534	0.0005183311702
535	0.0005183263152
536	0.0005183169518
537	0.0005183174142
538	0.0005183010573
539	0.0005183041206
540	0.0005182977628
541	0.0005182889774
542	0.0005182888618
543	0.0005182900178
544	0.0005182734874
545	0.0005182894398
546	0.000518272736
547	0.0005182785737
548	0.0005182570727
549	0.0005182459754
550	0.0005182488075
551	0.0005182488075
552	0.00051824638
553	0.0005182407157
554	0.0005182418139
555	0.0005182262661
556	0.0005182187523
557	0.000518199332
558	0.0005182033201
559	0.0005182009504
560	0.0005181922228
561	0.0005182025688
562	0.0005181869632
563	0.0005181836687
564	0.0005181877724
565	0.0005181838999
566	0.0005181631502
567	0.0005181515327
568	0.0005181433832
569	0.0005181385859
570	0.0005181355804
571	0.0005181304941
572	0.0005181391061
573	0.0005181326327
574	0.0005181315345
575	0.0005181210152
576	0.0005181221134
577	0.0005181204372
578	0.0005181111895
579	0.0005181153509
580	0.0005181065656
581	0.0005181000922
582	0.0005180952371
583	0.0005181033289
584	0.0005180907288
585	0.0005180889949
586	0.0005180706728
587	0.0005180600378
588	0.0005180529286
589	0.0005180512525
590	0.0005180381322
591	0.0005180385946
592	0.0005180347799
593	0.0005180319478
594	0.0005180276129
595	0.0005180200991
596	0.0005180131633
597	0.0005180117762
598	0.0005180211395
599	0.0005180142037
600	0.0005180011413
601	0.0005180051871
602	0.0005180018348
603	0.0005179946678
604	0.0005179925871
605	0.0005179862871
606	0.0005179905641
607	0.0005179786577
608	0.0005179869228
609	0.0005179796402
610	0.0005179770971
611	0.0005179565209
612	0.0005179551915
613	0.0005179546135
614	0.0005179281996
615	0.0005179350777
616	0.0005179418401
617	0.0005179272171
618	0.0005179272171
619	0.000517929529
620	0.0005179317253
621	0.0005179106289
622	0.0005179031151
623	0.0005179023637
624	0.0005178958325
625	0.0005178958325
626	0.000517900572
627	0.0005178891279
628	0.0005178814985
629	0.0005178814985
630	0.0005178860068
631	0.000517877915
632	0.0005178670489
633	0.0005178709214
634	0.0005178529461
635	0.000517843525
636	0.0005178418488
637	0.000517848669
638	0.0005178510965
639	0.0005178308671
640	0.0005178298267
641	0.0005178298267
642	0.0005178237001
643	0.0005178201166
644	0.0005178087881
645	0.0005178057826
646	0.0005178087881
647	0.0005177961302
648	0.0005177912174
649	0.0005177972284
650	0.0005177908706
651	0.0005177933559
652	0.0005177849752
653	0.0005177849752
654	0.0005177856109
655	0.0005177745714
656	0.0005177845706
657	0.0005177792531
658	0.0005177783861
659	0.0005177790797
660	0.0005177699476
661	0.0005177604686
662	0.000517768387
663	0.000517754631
664	0.0005177466548
665	0.0005177524924
666	0.0005177426667
667	0.0005177351529
668	0.0005177407016
669	0.0005177408172
670	0.0005177352685
671	0.0005177368869
672	0.0005177279859
673	0.0005177312226
674	0.0005177225529
675	0.0005177192005
676	0.0005177030748
677	0.0005177032482
678	0.0005177032482
679	0.0005177123803
680	0.0005177123803
681	0.0005177036528
682	0.0005177076409
683	0.0005177040574
684	0.0005176909371
685	0.0005176909371
686	0.0005176969482
687	0.0005176861398
688	0.0005176894344
689	0.0005176861398
690	0.0005176794352
691	0.0005176790306
692	0.0005176766609
693	0.0005176707077
694	0.0005176707077
695	0.0005176707077
696	0.0005176707077
697	0.0005176780481
698	0.0005176695517
699	0.0005176695517
700	0.0005176696095
701	0.0005176658526
702	0.0005176545819
703	0.0005176656792
704	0.0005176564315
705	0.0005176504204
706	0.0005176507094
707	0.0005176507094
708	0.0005176553911
709	0.0005176520388
710	0.000517652848
711	0.0005176459699
712	0.0005176459699
713	0.0005176403635
714	0.0005176353928
715	0.0005176394387
716	0.0005176394387
717	0.0005176302488
718	0.000517627879
719	0.0005176234286
720	0.0005176220992
721	0.0005176223304
722	0.0005176223304
723	0.0005176130248
724	0.0005176025055
725	0.000517606956
726	0.000517606956
727	0.0005176071872
728	0.0005176071872
729	0.0005176038349
730	0.0005175981706
731	0.0005175996734
732	0.0005175953963
733	0.0005175953963
734	0.0005175953963
735	0.000517592622
736	0.0005175875357
737	0.0005175977083
738	0.0005175888073
739	0.0005175841834
740	0.0005175803109
741	0.0005175836054
742	0.0005175818715
743	0.0005175800797
744	0.0005175795596
745	0.0005175773632
746	0.000517569387
747	0.0005175577118
748	0.0005175632604
749	0.0005175681155
750	0.0005175575384
751	0.0005175513539
752	0.00051755592
753	0.0005175523365
754	0.0005175492732
755	0.0005175252868
756	0.0005175236107
757	0.0005175297951
758	0.0005175297951
759	0.0005175285813
760	0.0005175285813
761	0.0005175136694
762	0.0005175140161
763	0.0005175058666
764	0.0005175023409
765	0.0005175100281
766	0.0005175100281
767	0.0005175098547
768	0.0005175045372
769	0.0005175045372
770	0.0005174969078
771	0.000517498584
772	0.0005174973702
773	0.0005174787013
774	0.0005174787013
775	0.0005174787013
776	0.0005174787013
777	0.0005174787013
778	0.0005174787013
779	0.0005174787013
780	0.0005174787013
781	0.0005174788169
782	0.0005174849435
783	0.0005174876601
784	0.0005174767362
785	0.0005174758692
786	0.0005174758692
787	0.000517469049
788	0.000517469049
789	0.000517469049
790	0.0005174696848
791	0.0005174671994
792	0.0005174671994
793	0.0005174671994
794	0.0005174671994
795	0.0005174671994
796	0.0005174718233
797	0.0005174521718
798	0.0005174637893
799	0.0005174491085
800	0.0005174491085
801	0.0005174491085
802	0.0005174496865
803	0.0005174496865
804	0.0005174521718
805	0.000517446681
806	0.000517446681
807	0.000517446681
808	0.000517446681
809	0.000517446681
810	0.000517446681
811	0.0005174483571
812	0.0005174415369
813	0.0005174405543
814	0.0005174405543
815	0.0005174373176
816	0.0005174328094
817	0.0005174328094
818	0.0005174351213
819	0.0005174330406
820	0.0005174267983
821	0.0005174244286
822	0.0005174214231
823	0.0005174289369
824	0.00051742518
825	0.00051742518
826	0.00051742518
827	0.00051742518
828	0.0005174121753
829	0.0005174121753
830	0.0005174139671
831	0.0005174110194
832	0.0005174041413
833	0.0005174046615
834	0.0005174004422
835	0.0005174004422
836	0.0005174004422
837	0.0005174004422
838	0.0005174004422
839	0.0005174027542
840	0.0005174026964
841	0.0005174035056
842	0.0005174001533
843	0.0005174023496
844	0.0005174023496
845	0.0005173991129
846	0.0005174030432
847	0.0005174030432
848	0.0005174028698
849	0.0005174028698
850	0.0005173952404
851	0.0005173918303
852	0.0005173933908
853	0.0005173903275
854	0.0005173896339
855	0.0005173826403
856	0.0005173876688
857	0.0005173844899
858	0.0005173691733
859	0.0005173736816
860	0.0005173685953
861	0.0005173726412
862	0.0005173630467
863	0.0005173630467
864	0.0005173630467
865	0.0005173630467
866	0.0005173630467
867	0.0005173630467
868	0.0005173725256
869	0.0005173725256
870	0.0005173725256
871	0.0005173725256
872	0.0005173725256
873	0.000517365243
874	0.000517365243
875	0.000517358943
876	0.000517365243
877	0.000517365243
878	0.0005173550705
879	0.0005173550705
880	0.0005173550705
881	0.0005173550705
882	0.0005173550705
883	0.0005173557063
884	0.0005173557063
885	0.0005173446668
886	0.0005173479035
887	0.0005173462273
888	0.0005173583072
889	0.0005173450714
890	0.0005173426438
891	0.0005173456493
892	0.0005173410255
893	0.0005173410255
894	0.0005173410255
895	0.0005173315465
896	0.0005173315465
897	0.0005173315465
898	0.0005173315465
899	0.0005173315465
900	0.0005173315465
901	0.0005173315465
902	0.0005173315465
903	0.0005173315465
904	0.0005173344364
905	0.0005173306217
906	0.0005173318933
907	0.0005173238593
908	0.000517319929
909	0.0005173175593
910	0.0005173243217
911	0.0005173257089
912	0.0005173257089
913	0.0005173257089
914	0.0005173257089
915	0.0005173154208
916	0.0005173224722
917	0.0005173181951
918	0.0005173066354
919	0.0005173066354
920	0.0005173066354
921	0.0005173045547
922	0.0005173009712
923	0.0005173009712
924	0.0005173009712
925	0.0005173009712
926	0.0005173009712
927	0.0005173009712
928	0.0005173009712
929	0.0005173009712
930	0.0005173009712
931	0.0005173042079
932	0.0005173042079
933	0.0005173042079
934	0.0005173042079
935	0.0005172906252
936	0.0005172906252
937	0.0005172906252
938	0.0005172906252
939	0.0005172906252
940	0.0005172906252
941	0.0005172906252
942	0.0005172906252
943	0.0005172906252
944	0.0005172906252
945	0.0005172916078
946	0.0005172884867
947	0.0005172884867
948	0.0005172884867
949	0.0005172860592
950	0.0005172818399
951	0.0005172854812
952	0.00051728525
953	0.0005172850766
954	0.0005172771582
955	0.0005172771582
956	0.0005172793545
957	0.0005172728811
958	0.0005172738637
959	0.0005172608591
960	0.0005172633444
961	0.000517264327
962	0.0005172623618
963	0.0005172530563
964	0.0005172530563
965	0.0005172530563
966	0.0005172543856
967	0.0005172490682
968	0.0005172517269
969	0.0005172621884
970	0.0005172621884
971	0.0005172621884
972	0.0005172621884
973	0.0005172621884
974	0.0005172406296
975	0.0005172496462
976	0.000517248259
977	0.0005172443287
978	0.0005172506865
979	0.0005172506865
980	0.0005172506865
981	0.0005172373351
982	0.0005172310351
983	0.0005172367571
984	0.0005172367571
985	0.0005172367571
986	0.0005172367571
987	0.0005172367571
988	0.0005172367571
989	0.0005172367571
990	0.0005172367571
991	0.0005172367571
992	0.0005172367571
993	0.0005172367571
994	0.0005172367571
995	0.0005172367571
996	0.0005172367571
997	0.0005172367571
998	0.0005172367571
999	0.0005172367571
